ownerName,cafeSlug,cafeId,cafeUrl,articleId,subject,nickname,menuName,readCount,likeCount,commentCount,writeDateKst,articleUrl
가중건다,healthhhh,31746910,https://cafe.naver.com/healthhhh,7,"인삼 효능 총정리, 기력부터 면역까지",,자유게시판,7,0,0,2026-07-01 11:22,https://cafe.naver.com/ca-fe/cafes/31746910/articles/7
가중건다,healthhhh,31746910,https://cafe.naver.com/healthhhh,6,"비타민D 효능과 채우는 법, 햇빛 비타민의 모든 것",,자유게시판,0,0,0,2026-06-30 18:55,https://cafe.naver.com/ca-fe/cafes/31746910/articles/6
가중건다,healthhhh,31746910,https://cafe.naver.com/healthhhh,5,"흑염소 효능 총정리, 왜 예부터 보양식으로 꼽혔을까",,자유게시판,0,0,0,2026-06-30 18:44,https://cafe.naver.com/ca-fe/cafes/31746910/articles/5
가중건다,healthhhh,31746910,https://cafe.naver.com/healthhhh,4,"아연 효능 총정리, 면역부터 남성 여성 건강까지",,자유게시판,0,0,0,2026-06-30 17:10,https://cafe.naver.com/ca-fe/cafes/31746910/articles/4
가중건다,healthhhh,31746910,https://cafe.naver.com/healthhhh,3,비타민C 효능 제대로 알고 챙기기,,자유게시판,2,0,0,2026-06-30 15:23,https://cafe.naver.com/ca-fe/cafes/31746910/articles/3
가중건다,healthhhh,31746910,https://cafe.naver.com/healthhhh,2,"오메가3 효능 총정리, 혈관부터 뇌·눈·관절까지",,자유게시판,2,0,0,2026-06-29 10:55,https://cafe.naver.com/ca-fe/cafes/31746910/articles/2
가중건다,healthhhh,31746910,https://cafe.naver.com/healthhhh,1,가중건다 카페를 시작합니다.,,자유게시판,0,0,0,2026-06-25 23:16,https://cafe.naver.com/ca-fe/cafes/31746910/articles/1
운연정,driveee,31746635,https://cafe.naver.com/driveee,25,"답례품 상황별 고르는 기준, 인기 품목 시논감성",,자유게시판,1,0,0,2026-07-02 13:53,https://cafe.naver.com/ca-fe/cafes/31746635/articles/25
운연정,driveee,31746635,https://cafe.naver.com/driveee,24,"군화 깔창 두께와 전투화 사이즈, 발냄새 관리까지",,자유게시판,5,0,0,2026-07-02 13:52,https://cafe.naver.com/ca-fe/cafes/31746635/articles/24
운연정,driveee,31746635,https://cafe.naver.com/driveee,23,군대 깔창 소재별 고르는 기준과 행군·반입까지,,자유게시판,4,0,0,2026-07-02 13:52,https://cafe.naver.com/ca-fe/cafes/31746635/articles/23
운연정,driveee,31746635,https://cafe.naver.com/driveee,22,"장에 좋은 음식과 피해야 할 음식, 장 건강 관리법",,자유게시판,3,0,0,2026-07-02 13:51,https://cafe.naver.com/ca-fe/cafes/31746635/articles/22
운연정,driveee,31746635,https://cafe.naver.com/driveee,21,"푸룬주스 효능과 변비 완화, 먹는 법과 고르는 기준",,자유게시판,2,0,0,2026-07-02 13:51,https://cafe.naver.com/ca-fe/cafes/31746635/articles/21
운연정,driveee,31746635,https://cafe.naver.com/driveee,20,"평발 깔창 효과와 아치 교정, 고르는 기준과 종류",,자유게시판,1,0,0,2026-07-02 13:50,https://cafe.naver.com/ca-fe/cafes/31746635/articles/20
운연정,driveee,31746635,https://cafe.naver.com/driveee,19,기능성 깔창 종류와 발 유형별 고르는 기준까지,,자유게시판,1,0,0,2026-07-02 13:49,https://cafe.naver.com/ca-fe/cafes/31746635/articles/19
운연정,driveee,31746635,https://cafe.naver.com/driveee,18,올리브오일 효능과 엑스트라버진 고르는 기준,,자유게시판,3,0,0,2026-07-02 13:49,https://cafe.naver.com/ca-fe/cafes/31746635/articles/18
운연정,driveee,31746635,https://cafe.naver.com/driveee,17,두유제조기 고르는 기준과 세척·다용도 활용법,,자유게시판,3,0,0,2026-07-02 13:48,https://cafe.naver.com/ca-fe/cafes/31746635/articles/17
운연정,driveee,31746635,https://cafe.naver.com/driveee,15,의정부운전연수 내돈내산 솔직 후기,,운전연수 후기,25,0,0,2026-07-01 18:33,https://cafe.naver.com/ca-fe/cafes/31746635/articles/15
운연정,driveee,31746635,https://cafe.naver.com/driveee,14,"서울운전연수 추천 선택기준 총정리, 사기 안 당하고 제대로 고르는 법",,운전연수 후기,5,0,0,2026-07-01 11:09,https://cafe.naver.com/ca-fe/cafes/31746635/articles/14
운연정,driveee,31746635,https://cafe.naver.com/driveee,13,서울운전연수 5년 장롱면허 내돈내산 후기,,운전연수 후기,21,0,0,2026-07-01 09:53,https://cafe.naver.com/ca-fe/cafes/31746635/articles/13
운연정,driveee,31746635,https://cafe.naver.com/driveee,12,수원운전연수 비용 선택기준 후기,,운전연수 후기,14,0,0,2026-06-30 18:14,https://cafe.naver.com/ca-fe/cafes/31746635/articles/12
운연정,driveee,31746635,https://cafe.naver.com/driveee,11,서울운전연수 7년 장롱면허 4일 받은 내돈내산 후기,,운전연수 후기,3,0,0,2026-06-30 18:10,https://cafe.naver.com/ca-fe/cafes/31746635/articles/11
운연정,driveee,31746635,https://cafe.naver.com/driveee,10,부평운전연수 후기 선택기준 (비용·업체고르는법·체크리스트),,운전연수 후기,15,0,0,2026-06-30 15:01,https://cafe.naver.com/ca-fe/cafes/31746635/articles/10
운연정,driveee,31746635,https://cafe.naver.com/driveee,9,부천운전연수 후기 4일 연수 비용,,운전연수 후기,31,0,0,2026-06-30 14:45,https://cafe.naver.com/ca-fe/cafes/31746635/articles/9
운연정,driveee,31746635,https://cafe.naver.com/driveee,8,"동탄운전연수 받기 전 꼭 알아야 할 6가지, 수원운전연수 참고",,운전연수 후기,7,0,0,2026-06-30 11:35,https://cafe.naver.com/ca-fe/cafes/31746635/articles/8
운연정,driveee,31746635,https://cafe.naver.com/driveee,7,인천운전연수 비용이랑 업체 고르는 법 솔직후기,,운전연수 후기,7,0,0,2026-06-30 11:15,https://cafe.naver.com/ca-fe/cafes/31746635/articles/7
운연정,driveee,31746635,https://cafe.naver.com/driveee,6,"의정부운전연수 비용 업체 고르는 법, 12년 장롱면허가 솔직하게 푼 후기",,운전연수 후기,20,0,0,2026-06-29 17:06,https://cafe.naver.com/ca-fe/cafes/31746635/articles/6
운연정,driveee,31746635,https://cafe.naver.com/driveee,5,서울운전연수 내돈내산 후기 비용부터 도로주행까지 솔직 후기,,운전연수 후기,15,0,0,2026-06-29 10:24,https://cafe.naver.com/ca-fe/cafes/31746635/articles/5
운연정,driveee,31746635,https://cafe.naver.com/driveee,4,"수원운전연수 비용부터 업체 고르는 법까지, 장롱면허 7년차가 10시간 다녀온 솔직후기",,운전연수 후기,16,0,0,2026-06-26 20:53,https://cafe.naver.com/ca-fe/cafes/31746635/articles/4
운연정,driveee,31746635,https://cafe.naver.com/driveee,3,수원운전연수 비용 권선동 예비아빠가 업체 고른 솔직 후기,,운전연수 후기,2,0,0,2026-06-26 20:24,https://cafe.naver.com/ca-fe/cafes/31746635/articles/3
운연정,driveee,31746635,https://cafe.naver.com/driveee,2,서울운전연수 가격 / 8년 장롱 탈출 찐후기 4일 만에 혼자 강변북로 탔어요,,운전연수 후기,7,0,0,2026-06-26 19:56,https://cafe.naver.com/ca-fe/cafes/31746635/articles/2
운연정,driveee,31746635,https://cafe.naver.com/driveee,1,운연정 카페를 시작합니다.,,자유게시판,0,0,0,2026-06-25 16:42,https://cafe.naver.com/ca-fe/cafes/31746635/articles/1
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,11,"회사 답례품 상황별 추천과 예산, 대량 주문 기준까지",,자유게시판,6,0,0,2026-07-02 15:00,https://cafe.naver.com/ca-fe/cafes/31750099/articles/11
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,10,인천웨딩홀 대관료 식대 시세부터 고르는 기준까지,,자유게시판,0,0,0,2026-07-02 15:00,https://cafe.naver.com/ca-fe/cafes/31750099/articles/10
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,9,위고비 알약 진짜 가짜 구별법과 처방 정보까지,,자유게시판,3,0,0,2026-07-02 14:59,https://cafe.naver.com/ca-fe/cafes/31750099/articles/9
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,8,"부평웨딩홀 견적과 보증인원, 신상홀 예약 요령",,자유게시판,7,0,0,2026-07-02 14:58,https://cafe.naver.com/ca-fe/cafes/31750099/articles/8
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,7,"삼척 카페 오션뷰 명소와 지역별 추천, 시그니처 메뉴까지",,자유게시판,10,0,0,2026-07-02 14:58,https://cafe.naver.com/ca-fe/cafes/31750099/articles/7
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,6,두유제조기 가격대와 소음 세척까지 고르는 기준,,자유게시판,1,0,0,2026-07-02 14:55,https://cafe.naver.com/ca-fe/cafes/31750099/articles/6
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,5,"강아지 영양제 종류와 나이별 급여 기준, 고르는 법",,자유게시판,7,0,0,2026-07-02 14:51,https://cafe.naver.com/ca-fe/cafes/31750099/articles/5
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,4,대구 가족사진 가격부터 스튜디오 고르는 기준까지,,자유게시판,0,0,0,2026-07-02 14:50,https://cafe.naver.com/ca-fe/cafes/31750099/articles/4
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,3,결혼 답례품 종류별 가격과 하객 취향별 고르는 법,,자유게시판,6,0,0,2026-07-02 14:49,https://cafe.naver.com/ca-fe/cafes/31750099/articles/3
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,2,"강아지 눈 영양제 성분과 눈물자국·백내장 관리, 고르는 기준",,자유게시판,3,0,0,2026-07-02 14:48,https://cafe.naver.com/ca-fe/cafes/31750099/articles/2
빨간모자앤 1,mealtalkdht,31750099,https://cafe.naver.com/mealtalkdht,1,맛집 한끼이야기 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-01 23:55,https://cafe.naver.com/ca-fe/cafes/31750099/articles/1
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,13,"파운다요 오포글리프론 효과와 부작용, 국내 출시까지",,자유게시판,6,0,0,2026-07-02 15:24,https://cafe.naver.com/ca-fe/cafes/31750113/articles/13
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,12,"천안내성발톱 치료와 예방, 병원 고르는 기준까지",,자유게시판,1,0,0,2026-07-02 15:24,https://cafe.naver.com/ca-fe/cafes/31750113/articles/12
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,11,"인천웨딩홀 대관료와 식대, 지역별 고르는 기준까지",,자유게시판,1,0,0,2026-07-02 15:23,https://cafe.naver.com/ca-fe/cafes/31750113/articles/11
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,10,"올리브오일 효능과 발연점, 가짜 구별하는 법까지",,자유게시판,0,0,0,2026-07-02 15:18,https://cafe.naver.com/ca-fe/cafes/31750113/articles/10
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,9,"알파CD 사이클로덱스트린 효능과 부작용, 복용법까지",,자유게시판,3,0,0,2026-07-02 15:17,https://cafe.naver.com/ca-fe/cafes/31750113/articles/9
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,8,"아산웨딩홀 대관료와 식대, 천안아산역 접근성까지",,자유게시판,1,0,0,2026-07-02 15:16,https://cafe.naver.com/ca-fe/cafes/31750113/articles/8
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,7,"베르가못 폴리페놀 효능과 부작용, 고르는 기준까지",,자유게시판,3,0,0,2026-07-02 15:12,https://cafe.naver.com/ca-fe/cafes/31750113/articles/7
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,6,"마운자로 요요 오는 원인과 방지법, 부작용까지",,자유게시판,2,0,0,2026-07-02 15:12,https://cafe.naver.com/ca-fe/cafes/31750113/articles/6
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,5,"두유제조기 추천 고르는 기준과 세척, 안전하게 쓰는 법까지",,자유게시판,0,0,0,2026-07-02 15:10,https://cafe.naver.com/ca-fe/cafes/31750113/articles/5
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,4,대구사진관 증명사진 여권사진 규격과 고르는 기준까지,,자유게시판,7,0,0,2026-07-02 15:10,https://cafe.naver.com/ca-fe/cafes/31750113/articles/4
소원 1,localtable702,31750113,https://cafe.naver.com/localtable702,1,맛집 동네밥상 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-02 00:13,https://cafe.naver.com/ca-fe/cafes/31750113/articles/1
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,12,"수원웨딩홀 보증인원, 식대로 따지는 가성비",,자유게시판,3,0,0,2026-07-02 15:17,https://cafe.naver.com/ca-fe/cafes/31750111/articles/12
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,11,"부천웨딩홀 소사·상동 권역, 뷔페 수준 비교",,자유게시판,0,0,0,2026-07-02 15:17,https://cafe.naver.com/ca-fe/cafes/31750111/articles/11
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,10,천안웨딩홀 홀 타입별 식대와 보증인원 기준,,자유게시판,3,0,0,2026-07-02 15:16,https://cafe.naver.com/ca-fe/cafes/31750111/articles/10
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,9,"인천예식장 비용 구조, 계약 전 체크포인트",,자유게시판,4,0,0,2026-07-02 15:16,https://cafe.naver.com/ca-fe/cafes/31750111/articles/9
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,8,"광주웨딩홀 상무지구 밀집, 주차 확인 사항",,자유게시판,0,0,0,2026-07-02 15:15,https://cafe.naver.com/ca-fe/cafes/31750111/articles/8
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,7,"강아지 관절 영양제 성분·효능, 올바른 급여법",,자유게시판,1,0,0,2026-07-02 15:15,https://cafe.naver.com/ca-fe/cafes/31750111/articles/7
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,6,먹는 위고비 리벨서스 효과 가격 주사제 차이까지,,자유게시판,3,0,0,2026-07-02 15:15,https://cafe.naver.com/ca-fe/cafes/31750111/articles/6
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,5,"대구 가족사진 촬영비, 원본·액자 확인 포인트",,자유게시판,1,0,0,2026-07-02 15:14,https://cafe.naver.com/ca-fe/cafes/31750111/articles/5
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,4,"부평웨딩홀 교통과 예식 간격, 홀 종류별 특징",,자유게시판,0,0,0,2026-07-02 15:13,https://cafe.naver.com/ca-fe/cafes/31750111/articles/4
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,3,"인천웨딩홀 권역별 식대 차이, 홀 선택 가이드",,자유게시판,2,0,0,2026-07-02 15:13,https://cafe.naver.com/ca-fe/cafes/31750111/articles/3
똑똑한건희씨,menunote702,31750111,https://cafe.naver.com/menunote702,1,맛집 메뉴수첩 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-02 00:13,https://cafe.naver.com/ca-fe/cafes/31750111/articles/1
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,12,"에어컨 청소 업체 고르는 기준, 유형별 비용 비교",,자유게시판,0,0,0,2026-07-02 15:56,https://cafe.naver.com/ca-fe/cafes/31750110/articles/12
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,11,"방역 업체 비용과 해충별 방법, 고르는 기준까지",,자유게시판,0,0,0,2026-07-02 15:56,https://cafe.naver.com/ca-fe/cafes/31750110/articles/11
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,10,"청소 업체 추천 기준, 종류별 평당 비용 비교까지",,자유게시판,0,0,0,2026-07-02 15:55,https://cafe.naver.com/ca-fe/cafes/31750110/articles/10
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,9,"시스템 에어컨 청소 업체 천장형 관리, 업체 고르는 법",,자유게시판,0,0,0,2026-07-02 15:55,https://cafe.naver.com/ca-fe/cafes/31750110/articles/9
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,8,"인천 웨딩홀 추천 전 권역·유형별 특징, 비용 비교",,자유게시판,5,0,0,2026-07-02 15:54,https://cafe.naver.com/ca-fe/cafes/31750110/articles/8
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,7,"의정부 웨딩홀 계약과 위약금, 상담 체크리스트까지",,자유게시판,1,0,0,2026-07-02 15:53,https://cafe.naver.com/ca-fe/cafes/31750110/articles/7
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,6,"광주 예식장 비용 구조와 보증인원, 계약 전 확인법",,자유게시판,3,0,0,2026-07-02 15:53,https://cafe.naver.com/ca-fe/cafes/31750110/articles/6
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,4,"아산 카페 권역별 특징, 목적별 고르는 기준",,자유게시판,0,0,0,2026-07-02 15:52,https://cafe.naver.com/ca-fe/cafes/31750110/articles/4
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,3,"일산 웨딩홀 유형별 특징과 비용, 고르는 기준까지",,자유게시판,8,0,0,2026-07-02 15:51,https://cafe.naver.com/ca-fe/cafes/31750110/articles/3
고래낚시 1,tableclub702,31750110,https://cafe.naver.com/tableclub702,1,맛집 식탁모임 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-02 00:13,https://cafe.naver.com/ca-fe/cafes/31750110/articles/1
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,11,"부천 PT 비용과 횟수, 효과와 트레이너 고르는 기준",,자유게시판,1,0,0,2026-07-03 14:14,https://cafe.naver.com/ca-fe/cafes/31750098/articles/11
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,10,"결혼반지 예산과 4C, 구입처별 가격까지 고르는 기준",,자유게시판,1,0,0,2026-07-03 14:14,https://cafe.naver.com/ca-fe/cafes/31750098/articles/10
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,9,"드라이기 모터와 소비전력, 소음까지 고르는 기준",,자유게시판,0,0,0,2026-07-03 14:13,https://cafe.naver.com/ca-fe/cafes/31750098/articles/9
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,8,"밀크씨슬 효능과 실리마린 작용, 복용법·고르는 기준",,자유게시판,0,0,0,2026-07-03 13:57,https://cafe.naver.com/ca-fe/cafes/31750098/articles/8
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,7,"울산 위고비 처방 대상과 효과·부작용, 비용 기준",,자유게시판,1,0,0,2026-07-03 13:42,https://cafe.naver.com/ca-fe/cafes/31750098/articles/7
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,6,"울산 마운자로 처방 절차와 효과·부작용, 비용 정리",,자유게시판,1,0,0,2026-07-03 13:41,https://cafe.naver.com/ca-fe/cafes/31750098/articles/6
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,5,"인천 방역업체 비용과 해충 종류별 방역, 고르는 기준",,자유게시판,0,0,0,2026-07-03 13:41,https://cafe.naver.com/ca-fe/cafes/31750098/articles/5
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,4,"장바구니 캐리어 종류와 보냉 기능, 용량별 고르는 법",,자유게시판,7,0,0,2026-07-03 13:40,https://cafe.naver.com/ca-fe/cafes/31750098/articles/4
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,3,접이식 카트 가격대와 바퀴·용량별 고르는 기준,,자유게시판,0,0,0,2026-07-03 13:40,https://cafe.naver.com/ca-fe/cafes/31750098/articles/3
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,2,"해충 방역업체 선택법과 방제 방식, 업종별 비용 기준",,자유게시판,3,0,0,2026-07-03 13:39,https://cafe.naver.com/ca-fe/cafes/31750098/articles/2
티니피쉬 1,petinfo183,31750098,https://cafe.naver.com/petinfo183,1,애견 반려정보 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-01 23:54,https://cafe.naver.com/ca-fe/cafes/31750098/articles/1
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,11,"헤어드라이어 종류와 부가기능, 처음 고를 때 봐야 할 기준",,자유게시판,0,0,0,2026-07-03 14:20,https://cafe.naver.com/ca-fe/cafes/31750100/articles/11
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,10,"헤어드라이기 풍속과 바람 세기, 빨리 마르는 원리와 선택 기준",,자유게시판,0,0,0,2026-07-03 14:19,https://cafe.naver.com/ca-fe/cafes/31750100/articles/10
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,9,접이식 카트 활용법과 캠핑·차박·이사용 대형 고르는 법,,자유게시판,0,0,0,2026-07-03 14:19,https://cafe.naver.com/ca-fe/cafes/31750100/articles/9
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,8,"인천웨딩홀 대관료와 식대, 보증인원까지 예산 짜는 기준",,자유게시판,0,0,0,2026-07-03 14:19,https://cafe.naver.com/ca-fe/cafes/31750100/articles/8
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,7,"선풍기 모터와 소음, 풍량까지 공간별로 고르는 기준",,자유게시판,0,0,0,2026-07-03 14:18,https://cafe.naver.com/ca-fe/cafes/31750100/articles/7
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,6,"미용실드라이기 왜 센가, 업소용과 가정용 차이와 고르는 법",,자유게시판,0,0,0,2026-07-03 14:18,https://cafe.naver.com/ca-fe/cafes/31750100/articles/6
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,5,"랩다이아몬드란 무엇인가, 천연과 차이부터 가격·재판매까지",,자유게시판,0,0,0,2026-07-03 14:17,https://cafe.naver.com/ca-fe/cafes/31750100/articles/5
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,4,"헤어드라이어 종류와 부가기능, 처음 고를 때 봐야 할 기준",,자유게시판,0,0,0,2026-07-03 14:16,https://cafe.naver.com/ca-fe/cafes/31750100/articles/4
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,3,"드라이기 잘못 쓰면 모발 손상, 흔한 실수와 안전 사용법",,자유게시판,0,0,0,2026-07-03 14:16,https://cafe.naver.com/ca-fe/cafes/31750100/articles/3
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,2,"날개없는 선풍기 원리와 장단점, 청소·안전의 진실까지",,자유게시판,0,0,0,2026-07-03 14:16,https://cafe.naver.com/ca-fe/cafes/31750100/articles/2
강아지강하지 1,dogwalk2m4,31750100,https://cafe.naver.com/dogwalk2m4,1,애견 산책이야기 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-01 23:55,https://cafe.naver.com/ca-fe/cafes/31750100/articles/1
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,12,"3부 다이아반지 크기와 가격, 예물로 고르는 기준",,자유게시판,0,0,0,2026-07-02 14:02,https://cafe.naver.com/ca-fe/cafes/31750106/articles/12
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,11,"웨딩밴드 소재와 가격, 폭과 두께 고르는 기준",,자유게시판,0,0,0,2026-07-02 14:00,https://cafe.naver.com/ca-fe/cafes/31750106/articles/11
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,10,"1캐럿 다이아반지 가격과 등급, 예물 고르는 기준",,자유게시판,1,0,0,2026-07-02 13:59,https://cafe.naver.com/ca-fe/cafes/31750106/articles/10
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,9,"다이아반지 4C 등급과 캐럿, 고르는 기준과 가격",,자유게시판,0,0,0,2026-07-02 13:58,https://cafe.naver.com/ca-fe/cafes/31750106/articles/9
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,8,"랩다이아몬드 뜻과 천연 차이, 가격과 재판매까지",,자유게시판,4,0,0,2026-07-02 13:57,https://cafe.naver.com/ca-fe/cafes/31750106/articles/8
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,7,"드라이기 추천, 모터와 소비전력 풍량 기준 고르는 법",,자유게시판,0,0,0,2026-07-02 13:57,https://cafe.naver.com/ca-fe/cafes/31750106/articles/7
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,6,결혼반지 예물반지 차이와 소재 다이아 예산 기준,,자유게시판,1,0,0,2026-07-02 13:57,https://cafe.naver.com/ca-fe/cafes/31750106/articles/6
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,5,"미용실 드라이기, 가정용과 차이부터 가격 렌탈까지",,자유게시판,2,0,0,2026-07-02 13:56,https://cafe.naver.com/ca-fe/cafes/31750106/articles/5
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,4,여성 청바지 핏 종류와 체형별 사이즈 고르는 기준,,자유게시판,4,0,0,2026-07-02 13:56,https://cafe.naver.com/ca-fe/cafes/31750106/articles/4
