sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
38,2026-07-10 07:29,talkmadang702,햄부기,39,4,ahsxkfldk12,쉽고간단하게,강아지 영양제 잘못 먹이면 생기는 일,https://cafe.naver.com/ca-fe/cafes/31750104/articles/39
39,2026-07-10 07:29,carelog702,고구마스틱2 (10개) 1,27,1,alsrudgus531,운연정,종로 반지 어디서 살까? 완벽 비교,https://cafe.naver.com/ca-fe/cafes/31750106/articles/27
40,2026-07-10 07:30,dogwalk2m4,강아지강하지 1,35,1,bigfish773,고래낚시 1,"울산 마운자로 처방 기준과 용량별 가격, 성지 판별법",https://cafe.naver.com/ca-fe/cafes/31750100/articles/35
41,2026-07-10 07:31,driveee,운연정,78,3,dhtksk1p,빨간모자앤  1,남자친구 부모님선물 추천 후기,https://cafe.naver.com/ca-fe/cafes/31746635/articles/78
42,2026-07-10 07:32,habitnote702,룰루랄라 2 (12개) 1,30,3,eghfsa5478,오세아니야 1,날개없는 선풍기 살까 말까? 일반 선풍기와 비교해봤습니다,https://cafe.naver.com/ca-fe/cafes/31750105/articles/30
43,2026-07-10 07:32,healthhhh,가중건다,80,3,geenl,모험 - 교체,흑염소진액 효과 복용법,https://cafe.naver.com/ca-fe/cafes/31746910/articles/80
44,2026-07-10 07:33,infomadang702,실눈캐,26,5,k7d9x2m4,강아지강하지 1,백금커플링 3년 껴본 후기,https://cafe.naver.com/ca-fe/cafes/31750108/articles/26
45,2026-07-10 07:34,localtable702,소원 1,50,5,ghostrush7,실눈캐,"삼척카페 구역별 오션뷰와 휴무일, 동선 짜는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/50
46,2026-07-10 07:35,mealtalkdht,빨간모자앤 1,36,3,laghunter8,도도 1,"장에 좋은 음식과 발효식품 섭취량, 피할 음식까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/36
47,2026-07-10 07:35,menunote702,똑똑한건희씨,35,4,n7c3w8z2,고양이밥 1,"베르가못 향의 정체와 얼그레이, 광독성 주의점까지",https://cafe.naver.com/ca-fe/cafes/31750111/articles/35
48,2026-07-10 07:36,petinfo183,티니피쉬 1,28,3,pixelninja3,건강박사석사 1,"시스템에어컨 청소 비용과 차이, 업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/28
49,2026-07-10 07:37,tableclub702,고래낚시 1,39,5,produce11745,가중건다,"먹는 위고비 효과와 복용법, 부작용과 국내 허가까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/39
50,2026-07-10 07:38,talkmadang702,햄부기,38,5,q9v3m7a2,포비 1,"강아지 눈 영양제, 노령견에게 언제부터 챙겨줘야 할까",https://cafe.naver.com/ca-fe/cafes/31750104/articles/38
51,2026-07-10 07:38,carelog702,고구마스틱2 (10개) 1,26,5,vegetable10517,렙용,종로 웨딩밴드 반지 용어와 디자인 고르는 법,https://cafe.naver.com/ca-fe/cafes/31750106/articles/26
52,2026-07-10 07:39,dogwalk2m4,강아지강하지 1,34,3,ahffkdlek12,바삭바삭해 1,"울산 위고비 처방 조건과 가격, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/34
53,2026-07-10 07:40,driveee,운연정,77,3,ahffkekd12,긍정이백퍼  1,"올리브오일 산패 확인법과 가짜 구별, 보관 온도 기준까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/77
54,2026-07-10 07:41,habitnote702,룰루랄라 2 (12개) 1,28,6,ahfflwl123,햄부기,"선풍기 200% 활용법, 에어컨 없이 시원해지는 배치 요령",https://cafe.naver.com/ca-fe/cafes/31750105/articles/28
55,2026-07-10 07:41,healthhhh,가중건다,79,2,ahsxkfldk12,쉽고간단하게,"SAT학원 수강료와 디지털 시험 대비, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746910/articles/79
56,2026-07-10 07:42,infomadang702,실눈캐,25,5,alsrudgus531,운연정,"헤어드라이어에 대한 흔한 오해 6가지, 사실은 이렇습니다",https://cafe.naver.com/ca-fe/cafes/31750108/articles/25
57,2026-07-10 07:43,localtable702,소원 1,49,5,bigfish773,고래낚시 1,"부평 웨딩홀 주차와 뷔페 회차, 보증인원 정하는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/49
58,2026-07-10 07:44,mealtalkdht,빨간모자앤 1,35,3,eghfsa5478,오세아니야 1,웨딩링 추천 종로 브랜드 가격 차이와 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31750099/articles/35
59,2026-07-10 07:44,menunote702,똑똑한건희씨,34,4,ghostrush7,실눈캐,"마운자로 요요 원인과 재증가 수치, 끊는 방법까지",https://cafe.naver.com/ca-fe/cafes/31750111/articles/34
60,2026-07-10 07:45,petinfo183,티니피쉬 1,27,3,dhtksk1p,빨간모자앤  1,"인천 웨딩홀 식대와 대관료, 계약 전 위약금 확인법",https://cafe.naver.com/ca-fe/cafes/31750098/articles/27
61,2026-07-10 07:46,tableclub702,고래낚시 1,38,4,geenl,모험 - 교체,"인천 예식장 비용과 식대 비중, 계약 전 확인 기준",https://cafe.naver.com/ca-fe/cafes/31750110/articles/38
62,2026-07-10 07:47,talkmadang702,햄부기,37,5,k7d9x2m4,강아지강하지 1,웨딩링브랜드 다 돌아보고 결국 종로 간 후기,https://cafe.naver.com/ca-fe/cafes/31750104/articles/37
63,2026-07-10 07:47,carelog702,고구마스틱2 (10개) 1,25,5,laghunter8,도도 1,"종로 효성주얼리시티 방문기, 예약부터 상담까지",https://cafe.naver.com/ca-fe/cafes/31750106/articles/25
64,2026-07-10 07:48,dogwalk2m4,강아지강하지 1,33,2,n7c3w8z2,고양이밥 1,"접이식 카트 프레임 소재와 무게 비교, 용도별 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/33
65,2026-07-10 07:49,driveee,운연정,76,3,pixelninja3,건강박사석사 1,"신발깔창 교체 주기와 소재별 수명, 위생 관리 기준까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/76
66,2026-07-10 07:50,habitnote702,룰루랄라 2 (12개) 1,26,5,q9v3m7a2,포비 1,"드라이기 추천, 가격대별로 뭘 포기하고 뭘 챙길까",https://cafe.naver.com/ca-fe/cafes/31750105/articles/26
67,2026-07-10 07:50,healthhhh,가중건다,78,3,vegetable10517,렙용,"음식물분쇄기 합법 기준과 과태료 100만 원, 인증 확인법",https://cafe.naver.com/ca-fe/cafes/31746910/articles/78
68,2026-07-10 07:51,infomadang702,실눈캐,24,1,produce11745,가중건다,"드라이기 추천, 요즘 나오는 4가지 타입 뭐가 다를까",https://cafe.naver.com/ca-fe/cafes/31750108/articles/24
69,2026-07-10 07:52,localtable702,소원 1,48,5,ahffkdlek12,바삭바삭해 1,"두유제조기 원리와 소음·세척 단점, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/48
70,2026-07-10 07:53,mealtalkdht,빨간모자앤 1,34,4,ahffkekd12,긍정이백퍼  1,"답례품 수량 계산과 단가별 종류, 전달 시점까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/34
71,2026-07-10 07:53,menunote702,똑똑한건희씨,33,4,ahfflwl123,햄부기,"두유제조기 용량 계산과 세척, 소음 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/33
72,2026-07-10 07:54,petinfo183,티니피쉬 1,26,3,ahsxkfldk12,쉽고간단하게,"의정부 웨딩홀 하객수와 보증인원, 홀 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/26
73,2026-07-10 07:55,tableclub702,고래낚시 1,37,1,alsrudgus531,운연정,"강아지 관절 영양제 성분별 효과와 급여량, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/37
74,2026-07-10 07:56,talkmadang702,햄부기,36,4,bigfish773,고래낚시 1,"결혼기념일에 랩다이아목걸이 선물한 후기, 예산 절반으로 해결",https://cafe.naver.com/ca-fe/cafes/31750104/articles/36
75,2026-07-10 07:56,carelog702,고구마스틱2 (10개) 1,24,3,dhtksk1p,빨간모자앤  1,효성쥬얼리시티는 어떤 곳? 층별 구성과 시설 한눈에 보기,https://cafe.naver.com/ca-fe/cafes/31750106/articles/24
76,2026-07-10 07:57,dogwalk2m4,강아지강하지 1,32,4,eghfsa5478,오세아니야 1,"장바구니 캐리어 용량과 바퀴 종류, 가격대별 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/32
77,2026-07-10 07:58,driveee,운연정,75,4,geenl,모험 - 교체,"족저근막염 신발 힐드롭 기준과 로커솔, 교체 시기까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/75
78,2026-07-10 07:59,habitnote702,룰루랄라 2 (12개) 1,25,3,ghostrush7,실눈캐,"헤어드라이기 사용법, 모발 타입별로 다르게 말려야 합니다",https://cafe.naver.com/ca-fe/cafes/31750105/articles/25
79,2026-07-10 07:59,healthhhh,가중건다,77,3,k7d9x2m4,강아지강하지 1,"음식물처리기 방식별 감량률과 전기요금, 보조금 조건까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/77
80,2026-07-10 08:00,infomadang702,실눈캐,23,3,laghunter8,도도 1,"헤어에센스추천, 상황별로 뭘 발라야 할까 정리했습니다",https://cafe.naver.com/ca-fe/cafes/31750108/articles/23
81,2026-07-10 08:01,localtable702,소원 1,47,5,n7c3w8z2,고양이밥 1,"대구 가족사진 견적 구조와 원본 제공 여부, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/47
82,2026-07-10 08:02,mealtalkdht,빨간모자앤 1,33,3,pixelninja3,건강박사석사 1,다이아시세 하락폭과 감정서별 가격 차이까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/33
83,2026-07-10 08:02,menunote702,똑똑한건희씨,32,6,produce11745,가중건다,"부천웨딩홀 비용 구조와 공공예식장, 할인 받는 법",https://cafe.naver.com/ca-fe/cafes/31750111/articles/32
84,2026-07-10 08:03,petinfo183,티니피쉬 1,25,1,q9v3m7a2,포비 1,"광주 예식장 계약금과 위약금, 취소 환불 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/25
85,2026-07-10 08:04,tableclub702,고래낚시 1,36,3,vegetable10517,렙용,"대구 가족사진 촬영 비용과 원본 제공 여부, 스튜디오 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750110/articles/36
86,2026-07-10 08:05,talkmadang702,햄부기,35,4,ahffkdlek12,바삭바삭해 1,랩다이아몬드반지 프로포즈 후기,https://cafe.naver.com/ca-fe/cafes/31750104/articles/35
87,2026-07-10 08:05,carelog702,고구마스틱2 (10개) 1,23,3,ahffkekd12,긍정이백퍼  1,"헤어에센스 추천, 오일 크림  (모발 타입별 정리)",https://cafe.naver.com/ca-fe/cafes/31750106/articles/23
88,2026-07-10 08:06,dogwalk2m4,강아지강하지 1,31,3,ahfflwl123,햄부기,"접이식 카트 하중과 바퀴 기준, 종류별 가격과 고르는 법까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/31
89,2026-07-10 08:07,driveee,운연정,74,3,ahsxkfldk12,쉽고간단하게,"아치깔창 효과와 내 아치 측정법, 유형별 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/74
90,2026-07-10 08:08,habitnote702,룰루랄라 2 (12개) 1,24,5,alsrudgus531,운연정,"드라이기 수명 줄이는 습관 5가지, 지금 고치세요",https://cafe.naver.com/ca-fe/cafes/31750105/articles/24
91,2026-07-10 08:08,healthhhh,가중건다,76,5,bigfish773,고래낚시 1,"조문 답례품 종류와 가격대, 전달 시기와 인사말 문구까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/76
92,2026-07-10 08:09,infomadang702,실눈캐,22,5,dhtksk1p,빨간모자앤  1,알파CD 정체와 효능 제대로 알아보기,https://cafe.naver.com/ca-fe/cafes/31750108/articles/22
93,2026-07-10 08:10,localtable702,소원 1,46,1,eghfsa5478,오세아니야 1,"결혼 답례품 수량과 예산, 품목별 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/46
94,2026-07-10 08:11,mealtalkdht,빨간모자앤 1,32,3,geenl,모험 - 교체,"깔창 효과와 종류별 가격, 평발 요족 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750099/articles/32
95,2026-07-10 08:11,menunote702,똑똑한건희씨,31,6,ghostrush7,실눈캐,"광주웨딩홀 실제 견적 사례와 대형홀, 비용 아끼는 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/31
96,2026-07-10 08:12,petinfo183,티니피쉬 1,24,1,k7d9x2m4,강아지강하지 1,"신정호 카페 둘레길 동선과 주차, 시간대별 방문 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/24
97,2026-07-10 08:13,tableclub702,고래낚시 1,35,5,laghunter8,도도 1,인천 웨딩홀 하객 규모별 총비용과 시간대 선택 기준,https://cafe.naver.com/ca-fe/cafes/31750110/articles/35
98,2026-07-10 08:14,talkmadang702,햄부기,34,3,n7c3w8z2,고양이밥 1,랩다이아귀걸이 1년째 매일 끼고 다닌 후기,https://cafe.naver.com/ca-fe/cafes/31750104/articles/34
99,2026-07-10 08:14,carelog702,고구마스틱2 (10개) 1,22,8,pixelninja3,건강박사석사 1,"프로포즈반지 예산과 사이즈, 실패 없이 준비하는 법",https://cafe.naver.com/ca-fe/cafes/31750106/articles/22
100,2026-07-10 08:15,dogwalk2m4,강아지강하지 1,30,4,produce11745,가중건다,"18K 결혼반지가 인기인 이유, 14K와 뭐가 다른지 정리했습니다",https://cafe.naver.com/ca-fe/cafes/31750100/articles/30
101,2026-07-10 08:16,driveee,운연정,73,3,q9v3m7a2,포비 1,족저근막염 깔창 효과의 임상 근거와 종류별 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31746635/articles/73
102,2026-07-10 08:17,habitnote702,룰루랄라 2 (12개) 1,23,5,vegetable10517,렙용,"선풍기 오래 쓰는 법, 청소부터 안전 관리까지 총정리",https://cafe.naver.com/ca-fe/cafes/31750105/articles/23
103,2026-07-10 08:17,healthhhh,가중건다,75,3,ahffkdlek12,바삭바삭해 1,흑염소진액 복용법 효능 (제대로 알고 드세요),https://cafe.naver.com/ca-fe/cafes/31746910/articles/75
104,2026-07-10 08:18,infomadang702,실눈캐,21,3,ahffkekd12,긍정이백퍼  1,먹는 비만약 '파운다요'는 뭘까? 새로운 다이어트약 등장 정리,https://cafe.naver.com/ca-fe/cafes/31750108/articles/21
105,2026-07-10 08:19,localtable702,소원 1,45,5,ahfflwl123,햄부기,"강아지 영양제 종류와 성분표 보는 법, 중복 급여 주의점까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/45
106,2026-07-10 08:20,mealtalkdht,빨간모자앤 1,31,2,ahsxkfldk12,쉽고간단하게,"강아지 눈 영양제 효과와 성분, 눈물자국 백내장 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/31
107,2026-07-10 08:20,menunote702,똑똑한건희씨,29,1,alsrudgus531,운연정,"먹는 위고비 효과와 리벨서스 차이, 복용법과 부작용",https://cafe.naver.com/ca-fe/cafes/31750111/articles/29
108,2026-07-10 08:21,petinfo183,티니피쉬 1,23,2,bigfish773,고래낚시 1,"아산 카페 권역별 위치와 주차, 계절별 방문 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/23
109,2026-07-10 08:22,tableclub702,고래낚시 1,34,5,dhtksk1p,빨간모자앤  1,수원 웨딩홀 유형별 가격 차이와 계약 전 확인할 기준,https://cafe.naver.com/ca-fe/cafes/31750110/articles/34
110,2026-07-10 08:23,talkmadang702,햄부기,33,3,eghfsa5478,오세아니야 1,랩그라운다이아? 랩그로운? 용어부터 헷갈렸던 예물 준비기,https://cafe.naver.com/ca-fe/cafes/31750104/articles/33
111,2026-07-10 08:23,carelog702,고구마스틱2 (10개) 1,19,7,geenl,모험 - 교체,"예물반지 예산 배분과 품목, 후회 없이 정하는 기준",https://cafe.naver.com/ca-fe/cafes/31750106/articles/19
112,2026-07-10 08:24,dogwalk2m4,강아지강하지 1,29,2,ghostrush7,실눈캐,"다이아몬드반지 살 때 4C만 알면 됩니다, 초보를 위한 등급 가이드",https://cafe.naver.com/ca-fe/cafes/31750100/articles/29
113,2026-07-10 08:25,driveee,운연정,72,5,k7d9x2m4,강아지강하지 1,"무지외반증 교정기 효과의 진실과 종류, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746635/articles/72
114,2026-07-10 08:26,habitnote702,룰루랄라 2 (12개) 1,22,1,laghunter8,도도 1,"강아지 관절 영양제, 슬개골 걱정된다면 이 성분부터 확인하세요",https://cafe.naver.com/ca-fe/cafes/31750105/articles/22
115,2026-07-10 08:26,healthhhh,가중건다,74,2,n7c3w8z2,고양이밥 1,"흑염소진액 부작용 총정리, 효능·고르는 법까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/74
116,2026-07-10 08:27,infomadang702,실눈캐,20,1,pixelninja3,건강박사석사 1,베르가못이 콜레스테롤에 좋다고? 효능과 주의점 정리,https://cafe.naver.com/ca-fe/cafes/31750108/articles/20
117,2026-07-10 08:28,localtable702,소원 1,44,6,produce11745,가중건다,"강아지 눈 영양제 성분과 루테인 오해, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/44
118,2026-07-10 08:29,mealtalkdht,빨간모자앤 1,30,3,q9v3m7a2,포비 1,"강아지 영양제 종류와 우선순위, 연령별 급여 기준과 주의점까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/30
119,2026-07-10 08:29,menunote702,똑똑한건희씨,28,5,ahffkekd12,긍정이백퍼  1,"인천예식장 비용과 권역별 특징, 보증인원 정하는 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/28
120,2026-07-10 08:30,petinfo183,티니피쉬 1,22,1,vegetable10517,렙용,"일산 웨딩홀 비용과 대관료, 최소보증인원 확인 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/22
121,2026-07-10 08:31,tableclub702,고래낚시 1,33,5,ahffkdlek12,바삭바삭해 1,"천안 웨딩홀 식대와 대관료, 홀 종류별 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750110/articles/33
122,2026-07-10 08:32,talkmadang702,햄부기,32,3,ahsxkfldk12,쉽고간단하게,랩다이아 가짜라고 생각했던 제가 바뀐 이유,https://cafe.naver.com/ca-fe/cafes/31750104/articles/32
123,2026-07-10 08:32,carelog702,고구마스틱2 (10개) 1,17,8,alsrudgus531,운연정,"랩다이아반지란 무엇인가, 천연 비교와 시세까지",https://cafe.naver.com/ca-fe/cafes/31750106/articles/17
124,2026-07-10 08:33,dogwalk2m4,강아지강하지 1,28,2,ahfflwl123,햄부기,"백금반지, 화이트골드랑 뭐가 다를까? 사기 전에 꼭 알아야 할 것들",https://cafe.naver.com/ca-fe/cafes/31750100/articles/28
125,2026-07-10 08:34,driveee,운연정,71,2,bigfish773,고래낚시 1,"알파CD란 무엇인가, 효능과 섭취법부터 부작용까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/71
126,2026-07-10 08:35,habitnote702,룰루랄라 2 (12개) 1,21,5,dhtksk1p,빨간모자앤  1,"아지 영양제, 꼭 먹여야 할까? 종류와 고르는 원칙 정리",https://cafe.naver.com/ca-fe/cafes/31750105/articles/21
127,2026-07-10 08:35,healthhhh,가중건다,73,4,eghfsa5478,오세아니야 1,"올리브오일 등급과 폴리페놀 기준, 발연점과 고르는 법까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/73
128,2026-07-10 08:36,infomadang702,실눈캐,19,4,k7d9x2m4,강아지강하지 1,마운자로 요요 막는 현실적인 방법,https://cafe.naver.com/ca-fe/cafes/31750108/articles/19
129,2026-07-10 08:37,localtable702,소원 1,43,5,geenl,모험 - 교체,"파운다요란 무엇인가, 효과와 부작용, 위고비필 비교와 한국 출시까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/43
